Speak only english,% Hispanic,% Hispanic Population Foreign Born,Hispanic Median Household Income
21.90671872,69.04432133,37.44805846,64.797
49.30267365,35.19220357,21.92615385,84.092
13.46232924,86.56734665,44.15615858,58.519
30.85714286,22.12109721,36.4,72.716
99.375,11.54096935,16.38418079,83.281
35.86132178,40.89962516,26.98574338,27.284
39.60753938,30.67373312,16.75739645,37.24
62.10661529,21.20617478,17.82850093,86.473
45.11250461,21.06525573,29.37039518,63.053
48.79931389,39.19272487,16.5856504,44.369
48.87067341,49.78589896,13.00678874,45.874
49.68117409,31.28265729,17.22647005,72.583
27.63142489,65.6614786,31.48148148,47.222
12.10149642,35.07454906,48.21640904,53.232
34.18051415,67.90829097,33.57589345,51.532
49.90876449,36.83326416,27.60489323,88.391
29.86353298,70.95100865,34.48945714,64.921
43.37349398,20.12236574,22.98766157,56.917
35.0996483,42.31016731,21.8685497,47.194
53.189782,23.34543583,20.85476365,63.646
26.88728025,62.67793594,28.38892832,47.12
3.773584906,98.515625,50.03965107,39.453
20.94778147,68.03167858,38.78478137,45.662
29.8807599,47.42122866,27.80252413,45.375
65.78208931,27.91878173,12.34027017,90.471
54.84159948,38.7820148,13.08335779,43.101
75.22679693,12.56885328,14.74103586,80
12.31815606,90.48369308,40.62336758,44.926
19.1539924,85.82494191,40.34296029,34.155
23.25401265,82.02097235,30.45482721,41.132
64.12265298,20.90542903,16.62627242,114.243
24.95112849,70.1661801,35.10961754,46.721
17.77673546,89.84034833,47.28056004,38.835
45.74265793,63.32051123,15.85341956,56.429
20.12257406,77.94740898,35.2425085,45.46
45.59350041,47.22392826,23.50110548,53.919
27.16374604,71.08790675,35.0208376,52.462
51.9630485,34.98302527,14.88031055,70
31.29149298,70.44370925,30.83431176,53.976
19.10760728,82.31795242,35.42320512,42.324
11.69661048,93.52941176,53.50877193,31.206
39.29597701,17.18387631,23.77892031,37.188
17.90656539,92.4433464,35.75707308,27.929
13.16256376,86.17515561,35.22889115,34.882
12.84448476,97.60676322,41.1858362,34.601
47.65669113,61.99180586,20.23385867,41.722
21.51741935,71.54709775,36.65270811,44.416
8.53827024,69.60041337,44.61766889,41.967
33.72087742,67.88257724,26.5168725,46.924
7.229254571,96.06356968,48.63833036,35.469
31.10015983,80.40683483,29.25318761,40.128
25.30708661,71.15876451,32.90019353,24.984
20.03805525,76.83998073,35.94603468,27.473
39.12556652,62.8900287,24.01572892,33.869
49.88842274,41.9199731,16.90061763,57.801
39.34163209,55.4716366,20.89332942,41.019
21.7713392,67.32370768,30.09808227,32.867
57.55496922,37.27577135,11.83830606,49.14
58.97894737,26.78980188,14.57473974,73.503
59.56420955,24.94212103,13.81248403,94.755
35.08090615,62.23529412,20.77294686,25.288
48.96428365,45.07391782,18.23711394,55.93
53.77620222,51.72215844,22.89123196,76.875
19.51492978,69.67002278,32.57911392,44.167
40.02372362,53.08238371,21.94703502,38.411
40.55387507,45.1574323,21.12495083,52.237
33.64506073,63.92542537,21.91599811,37.446
76.50926479,13.93891934,15.2247191,140.625
24.18095683,59.53749025,32.92029072,56.155
6.402689286,93.60492971,50.2347335,50.544
19.32731152,75.45844471,37.06236099,64.973
20.66362196,49.4656423,33.22342733,78.793
33.81890888,30.47265688,32.87453679,80.645
33.11748381,16.5950261,51.43385754,51.25
6.538895152,92.95706705,46.86040477,47.396
15.93072448,90.62261476,35.69967513,64.591
10.94043467,88.80501807,44.72644559,58.942
12.2005571,81.29138103,51.03070492,46.257
34.08853779,30.48502476,26.14749871,53.634
45.38108757,15.5447326,29.17581321,63.388
57.85764623,9.841126906,22.35294118,86.429
18.51375869,42.49840884,42.34853642,53.525
20.08598831,72.57657791,38.14317102,64.647
46.24842371,12.14141042,40.6430088,104.792
45.5900024,10.23152479,49.02857143,85.25
18.61587983,32.34899329,47.53552119,78.601
28.63873296,16.51112375,41.92196666,71.527
16.52208202,26.36017941,51.24838173,83.4
33.02828619,5.486800422,43.26404927,250.001
19.68455234,16.47077802,55.36588779,66.789
48.52880232,11.35911602,43.22957198,82.386
15.06234414,18.47998686,63.02222222,63.626
24.48910082,20.80702718,55.01319261,56.705
22.96599225,15.62530086,56.39761758,83.021
57.85210739,18.74871742,24.46299083,112.429
18.08720754,36.68605694,53.03855826,62.957
41.71316964,13.91126904,45.11886697,113.646
12.80053857,64.78905555,51.26162019,59.915
30.55400632,26.77896104,43.15543233,93.75
50.51903114,9.07832915,34.84579936,134.271
30.1454323,33.27071006,37.32604153,91.267
21.66220636,31.01235844,47.54234935,82.139
25.69971389,17.60801949,50.47254725,75.625
42.75862069,7.773346509,42.7922815,112.313
25.74585635,22.10471113,38.39462238,74.588
24.2512408,20.57849134,52.92569659,48.05
26.33071917,20.78298538,48.18993888,40.881
44.78039465,11.13050155,42.00376294,64.283
20.39987504,33.43741365,50.44624411,67.464
18.8730482,27.72025925,46.97840807,81.331
51.18372791,8.93808351,44.63313041,111.902
47.79635258,8.247601433,46.95164681,102.442
59.31372549,7.671186584,27.53303965,93.333
58.97187197,9.834266517,27.48804373,135.647
55.91094387,7.787148117,34.96034167,96.579
52.68236202,6.607666911,41.88063845,91.438
50.57696495,8.318310585,29.46981424,108.182
67.30769231,7.412128235,25.27357999,140.089
17.72056039,24.33211179,51.98896298,62.697
47.58551308,10.13190866,34.01773215,80.139
40.6360424,13.1558446,45.75180227,100.568
37.3814433,16.14709251,31.46178093,75.318
37.18562874,6.717420511,41.33333333,86.078
29.08435975,22.37729266,41.2979351,72.604
9.21656498,42.01558743,49.67439566,63.707
36.61180249,15.94803928,30.24856597,52.353
37.87587972,6.786950975,56.60580021,82.115
16.83665339,38.78225605,56.11660221,70.3
28.55866587,13.82328911,51.3368984,104.271
35.99111331,19.6361016,43.93348624,96.944
38.47505271,8.284439638,60.28067885,121.964
47.70687323,13.79013177,28.74673333,79.279
72.41962775,8.502822937,14.56,162.521
27.16242661,27.96902742,41.56233469,69.438
63.59816654,17.57416677,18.5133727,101.991
66.98970321,8.050713154,20.76771654,142.065
32.6073779,37.14755157,35.02487955,59.11
65.15326778,12.74426808,27.0689178,94.659
46.48952258,22.91605119,24.47414846,70.875
21.25110914,32.58576959,48.66857845,54.342
68.36581709,10.32366479,25.97310686,161.25
29.20777713,25.69777963,50.52816901,91.683
29.93197279,28.05748216,32.98950738,90.438
18.07841239,47.30730524,51.95003546,56.108
40.87169866,17.2824103,33.60962567,95.669
64.50674974,14.64362234,35.25165821,103.185
75.27675277,6.153614003,37.42030407,144.239
49.98007174,11.05373876,31.66089965,76.977
31.31239124,26.91646135,30.67357513,98.803
24.22537577,34.91944302,36.18666767,67.554
53.83531622,17.70177629,25.25194356,116.997
41.38866287,16.09631599,27.49460402,93.603
30.10524598,19.26816255,30.65918006,96.061
60.30013643,4.170455786,36.37156563,124.75
21.67578818,42.51759495,38.92476187,75.725
25.58139535,26.06299748,30.22709475,116.481
17.98385475,47.79113948,38.59151973,74.715
21.64524963,30.43332111,41.77126217,83.937
42.96590533,14.91054126,27.8978389,82.165
30.66631689,15.82214241,33.95016038,90.5
58.97079277,8.380600772,28.11373648,106.364
62.47194164,15.74621829,25.27735754,107.321
44.05390836,21.77991403,29.90472487,80.458
66.51006711,11.01218369,23.89057751,166.042
55.13546057,18.67467459,26.04065828,94.297
23.97561802,7.851239669,43.62793777,121.429
67.31958763,6.263696129,19.72789116,99.537
22.20981146,35.24262607,41.75112145,75.298
22.85017082,41.14449317,44.14692152,60.485
25.97592605,34.7501643,31.08833577,94.895
41.6540486,35.36599722,26.11676986,101.314
59.65270684,5.309509265,36.62511985,250.001
44.78880965,21.38629283,29.40033989,101.554
18.35596229,48.7268483,43.75315179,66.446
47.17889908,9.975377509,41.98339886,90.491
50.25062657,10.81499065,30.62853342,123.388
8.836104513,20.20744932,61.73588427,50.423
27.80678851,32.25154083,37.98148701,62.586
19.98207885,28.1032317,47.90735473,55.583
27.37382378,28.80332201,36.54434251,78.17
23.13270486,35.89633345,41.60899654,68.838
33.50799057,18.46181968,32.64851485,93.159
30.91514996,41.6098137,34.2109412,108.418
54.78433317,5.061537016,40.23201856,110.075
56.38297872,9.429195879,27.63395545,147.422
49.5991984,26.89246401,26.43576826,77.153
29.99153976,20.21894489,26.74741859,93.029
57.66224941,8.477169624,28.53071564,139.667
21.16928644,31.87151192,39.92637549,63.723
24.62379076,32.76019313,39.13862278,63.5
42.27601446,19.76720996,27.26772448,68.789
48.08184143,9.313364055,42.40475012,104.25
56.20915033,11.13034447,30.0933126,125.611
51.94954128,10.38769717,39.60567278,131.2
11.52301022,51.93536831,49.12873012,50
36.66598234,17.95305351,36.89750693,70.769
9.676366603,58.20366962,46.75418004,56.223
23.30818726,23.27012143,43.60827805,61.687
23.37515861,20.17530089,48.59291921,54.625
33.52958493,13.37285166,37.52439364,68.705
40.85117918,12.5979428,32.30099821,85.885
35.81995593,13.82449633,45.12195122,80.086
55.02560819,10.62437375,28.23460065,94.792
49.75934839,7.355997434,32.26369027,84.893
38.52459016,10.25023757,33.86897404,74.5
41.71511628,8.833758405,41.40419948,125.455
28.2653588,18.21084937,40.94739239,78.352
9.428429148,57.51391466,49.83126551,56.725
39.23467036,13.32147094,38.86910062,71.506
38.92726534,12.44872563,41.02184376,80.156
31.28800442,12.32219482,27.17301892,44.068
41.54488518,7.429585274,38.80597015,113.295
42.57152706,15.02497879,43.00501882,87.148
38.27977316,10.14977826,36.02638087,48.125
35.40636042,20.13176232,35.4940214,60.859
6.66204426,60.67286126,52.10181665,54.014
37.66928607,24.52400263,34.81889764,82.712
10.50596627,40.68065769,56.23085701,48.559
17.48535376,33.66224979,51.9681742,85.463
11.41107078,51.56332639,52.16302643,67.274
14.61280443,37.02682617,56.10229848,53.433
36.23818042,13.96128439,54.68455744,69.794
32.28634039,11.79775281,56.03392042,81.429
35.15399646,27.23642353,33.9546057,64.352
34.02214022,16.59197849,46.99527346,60.809
60.84558824,5.439095254,43.13612866,89.231
27.34846309,19.60300373,50.12054648,73.167
22.7661597,17.81806935,54.02473422,89.375
22.99723757,16.05242043,55.48150616,78.368
16.90024732,26.5194578,19.04369332,96.393
33.645766,18.49984508,38.80937881,64.286
25.51330337,22.48535975,50.26388251,85.086
86.82101514,7.644315604,37.92250618,65.268
42.36334405,12.37493418,33.61702128,54.909
8.760852407,58.81601363,32.22302679,80.313
63.25983313,13.99245583,29.6538025,85
19.69189551,45.4954955,20.37519541,83.958
61.05160662,11.86669435,19.59755031,123.646
47.71124503,18.88375906,31.72626528,91.229
28.85304659,20.66395664,41.8579235,50.542
6.808769793,87.13358071,48.32321942,55.391
35.74879227,3.244108234,61.93323368,87.212
13.6997539,90.4723127,39.18391839,43.75
36.63983609,56.79206577,29.34546442,80.694
40.17150179,61.88158658,27.27245228,72.468
51.95797517,8.530732906,38.92889289,94.491
39.13953931,14.20751993,28.67367677,83.134
49.51259405,31.94407047,23.04172437,83.424
44.55747711,50.36755988,21.93973635,78.333
16.56557998,47.19499831,35.19513068,66.786
37.50575242,24.73965736,27.54334656,64.805
41.82415776,15.00392642,34.3986637,74.189
25.39162113,11.78029685,40.70612669,69.861
39.71759594,18.71927366,37.49441216,48.722
24.32058959,25.37768462,37.82044406,67.871
44.79220113,23.56612884,27.53623188,83.449
54.14540816,11.19874845,22.11874272,131.106
42.10526316,12.83937165,35.36067893,81.95
13.57870546,70.56786146,40.26774504,57.121
21.6477744,58.85688479,38.73305482,62.283
20.51641673,49.7266699,36.43726013,68.654
26.69716526,42.49855371,35.11684187,57.844
13.24252859,64.33318406,41.49913683,65.284
24.89253615,28.08126708,40.2087242,70.053
42.60568914,21.28867092,29.06403941,93.594
43.22412509,29.55021442,24.67094161,128.5
54.51701212,7.082524527,32.7037037,218.281
29.7019976,26.41816099,34.23096319,88.11
17.00399467,57.86603945,40.45265589,76.007
45.55392765,28.48936975,25.30243479,97.299
62.60623229,17.22281605,23.4145791,144.911
44.63385959,24.75590255,25.74663728,81.295
32.75733928,31.99745898,35.63228312,61.921
24.11436192,58.59997585,36.50646474,93.406
32.37975479,37.4739689,35.47199769,64.174
47.43119266,6.172466722,42.07093355,65.761
38.4083045,15.25920873,40.63477872,58.056
30.12048193,14.96670508,36.34224599,104.141
45.36273355,15.45106485,27.53600743,83.578
28.44509948,25.63626816,33.36064454,61.25
40.01331558,11.53020546,45.18321513,125.329
64.18396418,11.51941858,27.91798107,109.034
40.32925148,29.03572331,27.21799057,84.845
45.87391081,20.31537196,37.30952381,149.875
52.85792052,28.52098329,26.95238095,146.875
31.28637706,26.11397676,32.50039664,121.056
45.78860446,44.04879657,26.79640719,19.909
34.87847657,57.93891651,31.49448345,43.935
60.95043085,44.46576203,17.36094767,55.989
23.42386033,71.58279009,36.66763806,36.159
22.29691877,61.07392996,36.05759429,49.704
41.78920253,39.44402992,25.28980938,49.876
51.60239001,31.94753224,17.83576896,80.248
34.85198717,35.63323617,29.03792847,51.045
40.02231209,26.27268402,23.32169189,66.455
22.17620218,63.77538436,38.88745649,39.238
50.21978022,24.33208063,22.57792755,64.815
12.17504333,32.1937698,43.33743337,55.398
31.98565373,63.03969022,46.68304668,71.429
24.08716137,41.1288402,45.74406485,62.083
22.25433526,35.94394064,24.31192661,42.257
27.37030411,44.92510092,33.39871368,45.053
54.70779221,22.98458859,20.90609555,74.847
75.16420361,14.97970729,10.13957307,80.12
29.50711214,50.87531261,31.58607544,51.507
48.06020776,34.94608598,26.34742537,71.964
23.12898556,60.83659227,28.39791171,58.37
9.781066288,75.17217631,40.76958314,64.811
26.15012107,30.93135859,28.26887661,67.115
22.44541485,68.08022923,34.84848485,46.927
38.42765164,25.7526127,17.26226529,57.679
26.58670665,62.94225393,39.2862613,52.937
20.74355725,31.07398568,40.89861751,56.742
40.27552674,27.79146546,30.60283688,69.612
36.57168499,43.28207381,30.7481474,76.837
21.9760479,72.82394644,37.47971877,44.904
8.268564472,69.24429853,31.53839641,53.934
50.4652789,42.25890712,23.61667408,55.858
46.87452471,37.03958956,23.01013025,74.733
41.98902248,46.47612136,21.21794487,45.433
24.99371512,66.237534,37.75891961,38.706
31.27815315,46.15610846,27.75583025,42.134
42.34806952,35.12082642,21.80261568,49.085
16.06709978,70.84174529,35.07037339,44.485
32.42979508,41.57204189,30.0067561,47.105
44.8850166,30.95385854,20,61.292
49.66131907,29.25019925,17.54349193,61.997
32.53091873,41.02847429,29.58359229,61.5
19.65835744,60.52453573,34.04622809,52.134
20.80234118,68.61726164,31.50038415,56.203
38.48003345,30.31041124,26.94823397,48.75
22.86131944,63.21484879,30.27434531,63.596
17.43602009,97.08900524,45.5133736,41.952
45.83680266,29.61081021,29.88874222,64.352
19.19434958,56.69671347,36.55293704,63.536
30.47673099,54.73969091,31.92818111,69.722
70.12462108,12.02662301,18.17105653,46.887
33.37753833,47.60937921,32.61501302,71.992
55.70736554,27.26621171,20.01142857,113.693
27.65700483,50.50856156,29.9062399,43.495
44.72016328,25.66666667,22.73230645,70.561
19.46822893,46.32944965,27.68350031,51.265
14.82055826,70.10484557,44.30072757,45.532
50.54835494,15.99026377,28.4249767,112.589
21.34229201,37.59880532,45.29206327,62.917
24.36720271,34.38885932,37.41294816,68.207
34.63476071,21.20403981,33.81856294,60.776
58.90529974,12.11460013,25.45027408,64.5
19.5625371,55.91300623,44.61656311,63.134
33.62114076,15.58890605,37.25814063,63.67
30.06602336,28.14092762,29.72605841,36.128
26.54867257,28.9603059,47.68940585,54.479
14.33002481,25.1026314,50.85790885,43.522
23.12013829,28.72407652,41.92,56.25
43.30941325,24.55399466,28.43102843,41.658
22.47191011,17.94353065,34.80392157,45.982
54.27574171,21.47095846,25.87939698,45.263
44.67661692,10.37870901,48.15047022,81.123
24.73856209,27.58158859,45.36715885,70.333
25.59681698,34.7531923,36.97102641,43.716
63.10020877,16.03853565,13.5031235,55.234
39.02069115,33.24792457,33.94985614,107.5
42.84808119,14.78734351,24.26790374,37.917
50.43782837,9.837517326,40.43052838,52.083
74.18032787,7.868238628,11.44694534,38.858
39.56880152,15.76798937,13.12462372,31.875
64.78368079,20.45330075,16.1277034,41.406
33.86155129,18.72358411,32.39277652,58.125
52.68408551,12.81540126,27.33333333,66.458
38.5776585,10.87738346,34.74734872,41.938
25.38243626,40.4885117,39.14451261,36.159
57.4665818,13.93530437,20.98680436,54.441
48.93149347,19.29165317,27.37042427,51.871
48.22850865,14.33770015,26.2623564,38.015
42.81133084,14.56084887,36.53606189,63.188
25.16820618,42.2975312,43.96941633,67.431
58.4998552,17.95879253,22.10512273,61.932
56.67784573,17.04676412,16.96317381,92.065
14.29333333,55.26038927,33.69823893,66.014
73.67463026,11.78803084,15.69767442,81.25
59.05592031,12.18797579,22.32836448,111.438
30.60341308,41.55620319,31.55870598,62.799
43.82451121,19.1929643,24.25876011,84.034
23.87048193,76.34237108,46.7270195,48.438
43.83375209,19.83984589,28.9671585,72.726
84.95013599,7.779578606,18.75,71.269
29.28361961,29.72279406,33.17836812,45.842
62.60733802,13.76017883,17.84636807,69.583
58.39673913,12.10058436,21.5515027,79.137
62.73377338,10.66681284,20.94039054,94.12
36.25229048,20.78908528,36.47619048,56.929
37.20856963,20.69006973,35.12492737,71.932
64.99178982,12.7605291,28.60658259,87.632
56.97232061,20.09131334,19.45792401,57.759
68.95888435,14.58402058,17.21330016,73.796
52.24297202,23.52881552,21.49055326,87.765
46.87059334,26.88674181,23.99680575,70.259
5.456349206,49.88713318,38.00904977,40.23
38.07759372,26.22383045,31.29312044,65.476
65.52406065,24.64118232,13.84083045,91.639
18.13244203,49.08051453,41.37060765,70.634
25.07047115,45.87916081,35.76935262,52.523
71.39152982,11.67876241,10.13900245,101.534
77.03156481,13.2055805,14.08621736,145.5
56.65430573,10.75457508,13.17016317,137.037
66.26477541,13.52885808,17.05135284,101.649
49.94124559,18.47536815,19.82501067,106.75
52.70172038,20.54519761,24.72450263,78.906
71.06109325,8.39914522,29.23119469,147.385
67.65480896,12.44963533,22.10159771,106.923
25.65277142,49.80134666,34.20389654,60.759
60.19417476,20.1620591,18.43971631,51.974
50.06299874,20.36446087,19.46391753,27.024
27.36101212,47.59474935,40.45339226,37.861
52.45187069,16.70445956,19.03933171,59.318
45.39839407,25.46154964,20.52526406,45.042
68.79310345,18.65895954,8.451053284,54.753
60.40592784,16.1488185,7.752179328,96.667
40.11857708,41.31240223,24.59310436,40.423
42.3027536,21.42577907,32.37325687,45.765
43.55403238,33.31619767,24.25197907,53.579
22.36553479,31.8215005,35.5235571,50.589
23.57219828,40.3353578,42.40589198,40.337
30.20002312,25.7705548,31.47975562,34.949
52.41738745,24.90995019,18.35709158,61.152
38.94080997,21.77973483,30.63763608,54.167
37.3137403,27.43328167,31.76682394,56.688
52.47629083,18.33427682,18.44847549,85.077
52.05195523,19.01424792,19.01391262,77.375
33.19502075,20.15023939,26.09586235,31.602
42.21548442,39.08031575,22.98813722,63.416
32.61741493,29.62495013,32.54769921,63.554
38.99546054,18.52128454,31.19623656,99.597
24.57293035,37.52848693,35.81468341,42.32
59.64236589,20.14696877,13.60766893,40.641
37.17423133,22.49567448,33.97427397,53.254
46.67529526,14.6414905,25.27849186,73.429
58.0117724,13.89174375,17.07768187,78.182
45.66778363,28.90748767,25.72639851,63.365
14.31510876,68.01115242,47.90926483,68.036
21.0990502,42.10384719,33.73801917,48.352
49.74552619,16.5575,15.49146912,38.569
41.6025641,17.65469723,21.32993095,44.933
18.33333333,49.69212629,36.6991827,54.022
74.8976249,10.41724124,19.81845688,44.611
16.47956893,40.10237476,44.54906884,51.175
59.60099751,6.084806998,21.015625,83.482
8.633093525,85.40580789,37.44551003,42.029
32.83010844,46.76430206,37.8156195,43.222
74.84662577,9.457602457,8.205128205,50.263
64.6656535,8.270184812,22.41265656,65.284
29.32790224,35.67692794,32.2412436,51.115
18.1200068,42.69300284,38.94768673,44.937
59.39524838,12.54756562,16.52410575,31.667
52.56772009,13.27528466,21.41775984,48.845
64.03409091,7.708297981,13.86901486,51.731
46.23916811,17.81800338,26.28518972,56.797
13.75436845,74.63865546,44.08916911,66.866
22.00532387,29.09134731,40.47224524,41.944
30.40616246,39.37495411,35.55224066,40.802
35.76857453,19.00099792,28.74378992,51.207
75.52742616,9.273029481,15.37735849,40.517
54.62482947,11.61246929,23.21833291,50.766
76.56903766,9.215394333,17.28274174,42.554
49.10988336,15.25744791,25.59255079,47.341
67.74916013,10.05109059,15.73802542,27.036
20.64595889,43.82218892,33.95070523,46.901
70.29634735,11.05026764,8.017817372,29.547
7.676348548,44.03416919,49.49937422,38.75
52.59055479,16.47276845,20.45833333,31.094
76.82570594,11.75867022,5.584642234,50.875
24.45510026,24.10159551,13.30171169,65
4.31372549,53.27829043,44.75843209,28.935
28.183161,25.27704845,39.86240389,53.664
34.19753086,13.84141064,34.93552169,57.002
52.63500325,6.772053859,28.73900293,37.419
54.27061931,13.40395817,26.5819568,58.924
